"","cor","motif","name"
"347",0.0121860366291297,"MA0106.3","TP53"
"532",0.0124379439902079,"MA1554.1","RFX7"
"341",0.0125277380497516,"MA0856.1","RXRG"
"395",0.0127557268161063,"MA1109.1","NEUROD1"
"686",0.0129045459356748,"MA0047.3","FOXA2"
"582",0.0129580981082669,"MA1618.1","Ptf1a"
"269",0.0130656577529963,"MA0780.1","PAX3"
"338",0.0131553136969567,"MA0853.1","Alx4"
"650",0.0136842862171544,"MA1642.1","NEUROG2(var.2)"
"192",0.0137168208315826,"MA0698.1","ZBTB18"
"651",0.0138115158112474,"MA1643.1","NFIB"
"446",0.0140009011815799,"MA0693.2","VDR"
"201",0.014276302902353,"MA0124.2","Nkx3-1"
"611",0.0145039187830948,"MA0650.2","HOXA13"
"646",0.0145141986554787,"MA1638.1","HAND2"
"13",0.0146020021313175,"MA0067.1","Pax2"
"355",0.0150865173315807,"MA0870.1","Sox1"
"76",0.0151739069585658,"MA0519.1","Stat5a::Stat5b"
"550",0.0155580074364141,"MA1572.1","TGIF2LY"
"385",0.0159037926466775,"MA0907.1","HOXC13"
"426",0.0165552635292876,"MA1133.1","JUN::JUNB(var.2)"
"34",0.0165631346133956,"MA0125.1","Nobox"
"601",0.0166395162807743,"MA0469.3","E2F3"
"116",0.0167933270314977,"MA0630.1","SHOX"
"148",0.0167933270314977,"MA0654.1","ISX"
"207",0.0167933270314977,"MA0716.1","PRRX1"
"208",0.0167933270314977,"MA0717.1","RAX2"
"103",0.0168154719753441,"MA0611.1","Dux"
"680",0.0171297174399943,"MA0592.3","ESRRA"
"745",0.0173234496839016,"MA0528.2","ZNF263"
"562",0.0174365749186803,"MA1585.1","ZKSCAN1"
"213",0.017469482491839,"MA0722.1","VAX1"
"214",0.017469482491839,"MA0723.1","VAX2"
"415",0.0180003781987629,"MA1154.1","ZNF282"
"78",0.0180458815523934,"MA0521.1","Tcf12"
"507",0.0181735869015384,"MA1527.1","NFIC(var.2)"
"376",0.0183416948399826,"MA0894.1","HESX1"
"695",0.0183790370939383,"MA0114.4","HNF4A"
"390",0.0184238009540074,"MA0036.3","GATA2"
"193",0.0185788502430269,"MA0699.1","LBX2"
"162",0.0186879987461945,"MA0669.1","NEUROG2"
"455",0.0187345970839844,"MA1467.1","ATOH1(var.2)"
"702",0.0187746099845597,"MA0700.2","LHX2"
"289",0.0189047316287164,"MA0511.2","RUNX2"
"90",0.0191648159281249,"MA0593.1","FOXP2"
"369",0.0194296073756835,"MA0886.1","EMX2"
"85",0.0196321533491693,"MA0137.3","STAT1"
"577",0.0196809739279749,"MA1606.1","Foxf1"
"185",0.0199383440827811,"MA0691.1","TFAP4"
"95",0.020167907574995,"MA0601.1","Arid3b"
"308",0.0202062513688724,"MA0817.1","BHLHE23"
"440",0.020236746177553,"MA1148.1","PPARA::RXRA"
"613",0.0203986384481949,"MA0158.2","HOXA5"
"271",0.0206387196711687,"MA0783.1","PKNOX2"
"691",0.0207411589038347,"MA0482.2","GATA4"
"309",0.0209650130011737,"MA0818.1","BHLHE22"
"286",0.0210674355595549,"MA0797.1","TGIF2"
"176",0.0210910877139011,"MA0512.2","Rxra"
"364",0.0215766584635879,"MA0881.1","Dlx4"
"211",0.0217538194558198,"MA0720.1","Shox2"
"244",0.0218254058858013,"MA0755.1","CUX2"
"567",0.0222763006968071,"MA1593.1","ZNF317"
"5",0.0225426315126634,"MA0030.1","FOXF2"
"18",0.0226231787638572,"MA0073.1","RREB1"
"276",0.0226616902197744,"MA0788.1","POU3F3"
"439",0.0227119932326734,"MA1147.1","NR4A2::RXRA"
"114",0.0227367858050361,"MA0628.1","POU6F1"
"25",0.022820934384895,"MA0092.1","Hand1::Tcf3"
"495",0.0228693658982169,"MA1514.1","KLF17"
"564",0.0233665239144315,"MA1588.1","ZNF136"
"649",0.0235406329485028,"MA1641.1","MYF5"
"53",0.0237307111877679,"MA0468.1","DUX4"
"505",0.0240141747424278,"MA1524.1","MSGN1"
"688",0.0240712359762919,"MA0481.3","FOXP1"
"122",0.0240801659523405,"MA0636.1","BHLHE41"
"359",0.0240856693089036,"MA0874.1","Arx"
"33",0.0242130032487139,"MA0119.1","NFIC::TLX1"
"393",0.024580856859187,"MA0100.3","MYB"
"655",0.0246411087238809,"MA1647.1","PRDM4"
"696",0.0247147274528743,"MA0484.2","HNF4G"
"272",0.0249291290969939,"MA0784.1","POU1F1"
"219",0.0253457112800136,"MA0141.3","ESRRB"
"197",0.0254058384305279,"MA0707.1","MNX1"
"392",0.0255056861750341,"MA0147.3","MYC"
"273",0.0255363500802512,"MA0785.1","POU2F1"
"318",0.0255817797836112,"MA0827.1","OLIG3"
"365",0.0257118055149422,"MA0882.1","DLX6"
"715",0.0258360370211052,"MA0063.2","NKX2-5"
"373",0.0259980335434561,"MA0890.1","GBX2"
"687",0.0260865096033282,"MA1103.2","FOXK2"
"93",0.0264361797165148,"MA0597.1","THAP1"
"101",0.0264612935952768,"MA0608.1","Creb3l2"
"203",0.0268195119064114,"MA0132.2","PDX1"
"468",0.0268195119064114,"MA1481.1","DRGX"
"603",0.0268195119064114,"MA0612.2","EMX1"
"608",0.0268195119064114,"MA0893.2","GSX2"
"612",0.0268195119064114,"MA0900.2","HOXA2"
"615",0.0268195119064114,"MA0902.2","HOXB2"
"462",0.0269882107844322,"MA1474.1","CREB3L4"
"261",0.02712051765123,"MA0498.2","MEIS1"
"722",0.027129125060472,"MA0627.2","POU2F3"
"330",0.0271974767209919,"MA0844.1","XBP1"
"344",0.0273352440069379,"MA0859.1","Rarg"
"453",0.0277376457988294,"MA1464.1","ARNT2"
"105",0.0279128127464588,"MA0614.1","Foxj2"
"274",0.0279817909339147,"MA0786.1","POU3F1"
"233",0.0280638934895518,"MA0738.1","HIC2"
"159",0.028502930175263,"MA0666.1","MSX1"
"198",0.028502930175263,"MA0708.1","MSX2"
"361",0.028502930175263,"MA0876.1","BSX"
"549",0.0287521329805842,"MA1571.1","TGIF2LX"
"402",0.0287985611877464,"MA1115.1","POU5F1"
"172",0.0288955015727653,"MA0678.1","OLIG2"
"70",0.0292550520161506,"MA0507.1","POU2F2"
"400",0.0292764551336374,"MA0014.3","PAX5"
"275",0.0293623198104107,"MA0787.1","POU3F2"
"81",0.0293682589510946,"MA0076.2","ELK4"
"483",0.0294382954420689,"MA1501.1","HOXB7"
"262",0.0299617455742479,"MA0774.1","MEIS2"
"388",0.0301822592333284,"MA0914.1","ISL2"
"128",0.0304016549737092,"MA0027.2","EN1"
"325",0.0304237777803448,"MA0839.1","CREB3L1"
"380",0.0306691205044125,"MA0898.1","Hmx3"
"243",0.0307440616514669,"MA0754.1","CUX1"
"196",0.0307805267384652,"MA0706.1","MEOX2"
"435",0.0311489357812366,"MA1143.1","FOSL1::JUND(var.2)"
"534",0.0313975838227629,"MA1556.1","RXRG(var.2)"
"463",0.0318905892213426,"MA1475.1","CREB3L4(var.2)"
"519",0.0319478949881711,"MA1539.1","NR2F6(var.3)"
"429",0.0319741794059013,"MA1136.1","FOSB::JUNB(var.2)"
"458",0.0323895351045764,"MA1470.1","BACH2(var.2)"
"733",0.032936684252492,"MA0829.2","SREBF1(var.2)"
"119",0.0329608371263131,"MA0634.1","ALX3"
"517",0.0329831057293572,"MA1537.1","NR2F1(var.2)"
"479",0.0330368233251992,"MA1497.1","HOXA6"
"539",0.0333414510700607,"MA1561.1","SOX12"
"570",0.0335019552421848,"MA1597.1","ZNF528"
"218",0.0335093137199923,"MA0112.3","ESR1"
"107",0.0335236130629401,"MA0618.1","LBX1"
"174",0.0337276294548674,"MA0680.1","PAX7"
"143",0.033769011011654,"MA0153.2","HNF1B"
"223",0.0338902323933444,"MA0728.1","Nr2f6(var.2)"
"317",0.0338907533559372,"MA0826.1","OLIG1"
"470",0.0341455049029336,"MA1484.1","ETS2"
"215",0.0341862855935648,"MA0724.1","VENTX"
"280",0.0342664301237007,"MA0792.1","POU5F1B"
"491",0.0344667574772307,"MA1509.1","IRF6"
"370",0.0348624032277567,"MA0887.1","EVX1"
"675",0.0350361619242769,"MA0154.4","EBF1"
"130",0.0352270347355144,"MA0643.1","Esrrg"
"626",0.0352305036099843,"MA0623.2","NEUROG1"
"326",0.0352328384520376,"MA0840.1","Creb5"
"225",0.0353849625408859,"MA0730.1","RARA(var.2)"
"66",0.0353850142907072,"MA0503.1","Nkx2-5(var.2)"
"520",0.0354739089137747,"MA1540.1","NR5A1"
"553",0.0359642590413124,"MA1575.1","THRB(var.2)"
"664",0.0359707704731141,"MA1656.1","ZNF449"
"525",0.0366938332555953,"MA1546.1","PAX3(var.2)"
"422",0.0368169582598428,"MA1129.1","FOSL1::JUN(var.2)"
"321",0.0370211723964618,"MA0834.1","ATF7"
"469",0.0370236083705417,"MA1483.1","ELF2"
"726",0.0370906196400087,"MA0684.2","RUNX3"
"91",0.0371784011666534,"MA0595.1","SREBF1"
"420",0.0372614188407417,"MA1127.1","FOSB::JUN"
"708",0.0373650361713385,"MA1108.2","MXI1"
"248",0.0373787568027508,"MA0759.1","ELK3"
"375",0.0377534601460341,"MA0892.1","GSX1"
"283",0.037851703942031,"MA0600.2","RFX2"
"622",0.0378688493893624,"MA1140.2","JUNB(var.2)"
"32",0.0380094482850069,"MA0116.1","Znf423"
"46",0.0380617360217607,"MA0159.1","RARA::RXRA"
"543",0.0380720874971235,"MA1565.1","TBX18"
"368",0.0381295918338276,"MA0885.1","Dlx2"
"281",0.0382535521051907,"MA0793.1","POU6F2"
"234",0.0384334646851775,"MA0739.1","Hic1"
"378",0.0384815160046125,"MA0896.1","Hmx1"
"484",0.0385686819789183,"MA1502.1","HOXB8"
"371",0.0390997284960259,"MA0888.1","EVX2"
"319",0.0391399104826925,"MA0828.1","SREBF2(var.2)"
"263",0.0392421592093049,"MA0775.1","MEIS3"
"397",0.0394258298367355,"MA0060.3","NFYA"
"725",0.0395293391135104,"MA0798.2","RFX3"
"10",0.0397402728545791,"MA0057.1","MZF1(var.2)"
"118",0.0397840670783538,"MA0633.1","Twist2"
"739",0.0398675387602436,"MA0003.4","TFAP2A"
"438",0.0400399459100608,"MA1146.1","NR1H4::RXRA"
"572",0.0401241417134161,"MA1600.1","ZNF684"
"250",0.0401575703675485,"MA0474.2","ERG"
"339",0.0401759544994111,"MA0854.1","Alx1"
"253",0.0404577336692856,"MA0763.1","ETV3"
"180",0.0405652451713263,"MA0083.3","SRF"
"150",0.0409012026960319,"MA0656.1","JDP2(var.2)"
"362",0.0410356983751948,"MA0879.1","Dlx1"
"652",0.0410588728943233,"MA1644.1","NFYC"
"345",0.0410784699176285,"MA0860.1","Rarg(var.2)"
"394",0.0410952100987147,"MA0104.4","MYCN"
"287",0.0411807201205192,"MA0799.1","RFX4"
"296",0.0411957480451036,"MA0806.1","TBX4"
"297",0.0411957480451036,"MA0807.1","TBX5"
"21",0.0414689383184051,"MA0078.1","Sox17"
"432",0.0418461911490344,"MA1139.1","FOSL2::JUNB(var.2)"
"71",0.0418920629350705,"MA0513.1","SMAD2::SMAD3::SMAD4"
"12",0.0419438344549091,"MA0066.1","PPARG"
"711",0.0419799465616789,"MA0056.2","MZF1"
"42",0.0420448268791409,"MA0065.2","Pparg::Rxra"
"510",0.0421481209326462,"MA1530.1","NKX6-3"
"360",0.0427077009321977,"MA0875.1","BARX1"
"133",0.0433115691934469,"MA0475.2","FLI1"
"437",0.0436238465980817,"MA1145.1","FOSL2::JUND(var.2)"
"357",0.0436621827633608,"MA0028.2","ELK1"
"251",0.0438068741809721,"MA0098.3","ETS1"
"181",0.0439981588599258,"MA0009.2","TBXT"
"288",0.0440522139524832,"MA0510.2","RFX5"
"411",0.044192564088272,"MA0750.2","ZBTB7A"
"277",0.0442718784451487,"MA0789.1","POU3F4"
"595",0.0447808373495382,"MA0605.2","ATF3"
"92",0.0456018267788724,"MA0596.1","SREBF2"
"124",0.0457353250335875,"MA0638.1","CREB3"
"343",0.04574332621472,"MA0858.1","Rarb(var.2)"
"39",0.046056173664719,"MA0149.1","EWSR1-FLI1"
"306",0.0467734666990049,"MA0461.2","Atoh1"
"382",0.0469008041066765,"MA0903.1","HOXB3"
"636",0.0470169523589903,"MA0871.2","TFEC"
"482",0.0471870861168381,"MA1500.1","HOXB6"
"746",0.0473176146532353,"MA0609.2","CREM"
"424",0.0473343786880539,"MA1131.1","FOSL2::JUN(var.2)"
"63",0.0476392453323462,"MA0494.1","Nr1h3::Rxra"
"97",0.0477808214998471,"MA0603.1","Arntl"
"224",0.047870152505903,"MA0729.1","RARA"
"454",0.04854624231016,"MA1466.1","ATF6"
"184",0.04858293769309,"MA0690.1","TBX21"
"249",0.0492171052501544,"MA0760.1","ERF"
"377",0.0497423583046058,"MA0895.1","HMBOX1"
"419",0.0500808682343961,"MA1126.1","FOS::JUN(var.2)"
"456",0.0502359975349135,"MA1468.1","ATOH7"
"342",0.0507490494939834,"MA0857.1","Rarb"
"62",0.0507542506347932,"MA0493.1","Klf1"
"68",0.0508552889315874,"MA0505.1","Nr5a2"
"187",0.0508891102931543,"MA0692.1","TFEB"
"441",0.050893228340112,"MA1149.1","RARA::RXRG"
"367",0.0509194429723569,"MA0884.1","DUXA"
"161",0.0511172131124524,"MA0668.1","NEUROD2"
"126",0.0513309311074151,"MA0641.1","ELF4"
"199",0.0513546315750574,"MA0709.1","Msx3"
"714",0.051488162948544,"MA0502.2","NFYB"
"31",0.0514977631270827,"MA0115.1","NR1H2::RXRA"
"216",0.0516546470957667,"MA0725.1","VSX1"
"217",0.0516546470957667,"MA0726.1","VSX2"
"445",0.0518197463268261,"MA0831.2","TFE3"
"554",0.0522137282107458,"MA1576.1","THRB(var.3)"
"721",0.0529227972886306,"MA0782.2","PKNOX1"
"587",0.0531485704850763,"MA1623.1","Stat2"
"182",0.0531814138923562,"MA0688.1","TBX2"
"653",0.0534087198521469,"MA1645.1","NKX2-2"
"627",0.0538359194530109,"MA0842.2","NRL"
"401",0.0541760991336299,"MA1114.1","PBX3"
"292",0.0543401367290995,"MA0802.1","TBR1"
"157",0.0544679929859183,"MA0664.1","MLXIPL"
"580",0.0545654673066736,"MA1615.1","Plagl1"
"713",0.0547448688576101,"MA0025.2","NFIL3"
"254",0.0548655727201964,"MA0156.2","FEV"
"372",0.0554874360199702,"MA0889.1","GBX1"
"171",0.0557979685576728,"MA0677.1","Nr2f6"
"183",0.055949445270636,"MA0689.1","TBX20"
"579",0.0564354948358668,"MA1608.1","Isl1"
"47",0.0568602649631499,"MA0160.1","NR4A2"
"515",0.0577218919050119,"MA1535.1","NR2C1"
"724",0.0582157910751979,"MA0509.2","RFX1"
"512",0.0584843692810276,"MA1532.1","NR1D2"
"156",0.0585541719002735,"MA0663.1","MLX"
"645",0.058825496530366,"MA1637.1","EBF3"
"528",0.0591326398917358,"MA1549.1","POU6F1(var.2)"
"544",0.0594217464296381,"MA1566.1","TBX3"
"82",0.0600356446335346,"MA0258.2","ESR2"
"619",0.0602331286994479,"MA0912.2","HOXD3"
"153",0.0602678659767956,"MA0660.1","MEF2B"
"502",0.0603470947060497,"MA1521.1","MAFA"
"683",0.0609911304836527,"MA0765.2","ETV5"
"220",0.0615198312676729,"MA0017.2","NR2F1"
"518",0.0618859634123138,"MA1538.1","NR2F1(var.3)"
"295",0.0626201679560488,"MA0805.1","TBX1"
"576",0.062827506019395,"MA1604.1","Ebf2"
"486",0.0628628312872444,"MA1504.1","HOXC4"
"399",0.0636724598811974,"MA1111.1","NR2F2"
"667",0.063936767509882,"MA0833.2","ATF4"
"266",0.0640442233033081,"MA0105.4","NFKB1"
"545",0.0642419206217987,"MA1567.1","TBX6"
"707",0.0654987347730967,"MA0620.3","MITF"
"511",0.0669469360584545,"MA1531.1","NR1D1"
"501",0.067015403018398,"MA1520.1","MAF"
"291",0.0678225593684811,"MA0801.1","MGA"
"293",0.0678225593684811,"MA0803.1","TBX15"
"16",0.0685537298295574,"MA0071.1","RORA"
"490",0.0690483724660254,"MA1508.1","IKZF1"
"61",0.0690654403286654,"MA0492.1","JUND(var.2)"
"41",0.0694913840693359,"MA0002.2","RUNX1"
"260",0.0701174886400416,"MA0773.1","MEF2D"
"290",0.0705982387248304,"MA0800.1","EOMES"
"481",0.0720544718867674,"MA1499.1","HOXB4"
"489",0.0720544718867674,"MA1507.1","HOXD4"
"398",0.0726943546115119,"MA1110.1","NR1H4"
"327",0.0748540444939022,"MA0117.2","Mafb"
"681",0.074983938248043,"MA0761.2","ETV1"
"548",0.0765675120522331,"MA1570.1","TFAP4(var.2)"
"660",0.0779027301876342,"MA1652.1","ZKSCAN5"
"703",0.0794088001196642,"MA0495.3","MAFF"
"682",0.0800211937418112,"MA0764.2","ETV4"
"694",0.080670198132466,"MA0043.3","HLF"
"324",0.0816236630202753,"MA0838.1","CEBPG"
"450",0.0817390147090337,"MA1420.1","IRF5"
"516",0.0827880497867002,"MA1536.1","NR2C2(var.2)"
"443",0.0831355509197886,"MA1151.1","RORC"
"17",0.0837760613517953,"MA0072.1","RORA(var.2)"
"59",0.0837919956903598,"MA0488.1","JUN"
"672",0.0843145573885141,"MA0018.4","CREB1"
"127",0.0843724937942708,"MA0136.2","ELF5"
"267",0.0855056402245144,"MA0778.1","NFKB2"
"671",0.0867913612591739,"MA0836.2","CEBPD"
"689",0.0873690829466966,"MA0062.3","GABPA"
"644",0.0878270961174531,"MA1636.1","CEBPG(var.2)"
"670",0.0888072239595482,"MA0102.4","CEBPA"
"704",0.0901394204840567,"MA0659.2","MAFG"
"743",0.091460072930141,"MA0526.3","USF2"
"640",0.0934610276430967,"MA1632.1","ATF2"
"132",0.0936732629811316,"MA0645.1","ETV6"
"259",0.0959830507290792,"MA0772.1","IRF7"
"478",0.0969691059468951,"MA1496.1","HOXA4"
"742",0.0969807674451522,"MA0093.3","USF1"
"322",0.0970808359176355,"MA0466.2","CEBPB"
"9",0.0999383648498385,"MA0051.1","IRF2"
"678",0.100096164138918,"MA0473.3","ELF1"
"442",0.100793384252093,"MA1150.1","RORB"
"26",0.100902216518345,"MA0101.1","REL"
"323",0.102717861611161,"MA0837.1","CEBPE"
"27",0.10336994162221,"MA0107.1","RELA"
"679",0.103489524063417,"MA0640.2","ELF3"
"179",0.104788071762903,"MA0687.1","SPIC"
"83",0.104872093661372,"MA0050.2","IRF1"
"448",0.114968270648384,"MA1418.1","IRF3"
"677",0.115691271907664,"MA0598.3","EHF"
"731",0.115864454939214,"MA0080.5","SPI1"
"74",0.116974237782254,"MA0517.1","STAT1::STAT2"
"732",0.128645323787823,"MA0081.2","SPIB"
"146",0.135184277803884,"MA0652.1","IRF8"
"449",0.141748814511072,"MA1419.1","IRF4"
"147",0.141798144712285,"MA0653.1","IRF9"
"89",0.17085691547767,"MA0591.1","Bach1::Mafk"
"705",0.182023885631647,"MA0496.3","MAFK"
"65",0.188584392805903,"MA0501.1","MAF::NFE2"
"84",0.192747859564855,"MA0150.2","Nfe2l2"
"149",0.194717669290406,"MA0655.1","JDP2"
"328",0.198983131068494,"MA0841.1","NFE2"
"431",0.200926775000846,"MA1138.1","FOSL2::JUNB"
"425",0.202032818845306,"MA1132.1","JUN::JUNB"
"712",0.202334361892751,"MA0089.2","NFE2L1"
"698",0.202548347605907,"MA0490.2","JUNB"
"428",0.203205098046166,"MA1135.1","FOSB::JUNB"
"434",0.203287928664653,"MA1142.1","FOSL1::JUND"
"699",0.203430220169067,"MA0491.2","JUND"
"423",0.204979300118184,"MA1130.1","FOSL2::JUN"
"433",0.205291499736183,"MA1141.1","FOS::JUND"
"55",0.20548983878658,"MA0478.1","FOSL2"
"436",0.205516921512242,"MA1144.1","FOSL2::JUND"
"427",0.205793069056467,"MA1134.1","FOS::JUNB"
"54",0.205887918839927,"MA0476.1","FOS"
"421",0.206062711679836,"MA1128.1","FOSL1::JUN"
"641",0.206259518144459,"MA1633.1","BACH1"
"418",0.206268873612462,"MA0099.3","FOS::JUN"
"430",0.206866852724545,"MA1137.1","FOSL1::JUNB"
"60",0.206909148222939,"MA0489.1","JUN(var.2)"
"586",0.208097452083436,"MA1622.1","Smad2::Smad3"
"684",0.209158535043866,"MA0477.2","FOSL1"
"457",0.209758793205826,"MA1101.2","BACH2"
"668",0.21260249622778,"MA0835.2","BATF3"
"642",0.213108585605795,"MA1634.1","BATF"
"597",0.213256720233614,"MA0462.2","BATF::JUN"
